ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.0770241237531,0.00740785281173,0.112573475429,0.33166163405,0.471332913956
2,0.506403528478,0.00141880267114,0.0324932193638,0.288061630191,0.171622819296
3,0.639982597593,0.00145363715309,0.019420285114,0.13159434563,0.20754913451
4,0.0727876352266,0.0074550297441,0.120140655381,0.351249496369,0.448367183279
5,0.497521029311,0.00137078916213,0.0318500195262,0.298597605898,0.170660556102
6,0.497521029311,0.00137078916213,0.0318500195262,0.298597605898,0.170660556102
7,0.639982597593,0.00145363715309,0.019420285114,0.13159434563,0.20754913451
8,0.64886509676,0.0015016506621,0.0200634849516,0.121058369923,0.208511397704
9,0.506403528478,0.00141880267114,0.0324932193638,0.288061630191,0.171622819296
10,0.506403528478,0.00141880267114,0.0324932193638,0.288061630191,0.171622819296
11,0.506403528478,0.00141880267114,0.0324932193638,0.288061630191,0.171622819296
12,0.0770241237531,0.00740785281173,0.112573475429,0.33166163405,0.471332913956
13,0.506403528478,0.00141880267114,0.0324932193638,0.288061630191,0.171622819296
14,0.650255246047,0.00253492278801,0.0372178581081,0.0380113659926,0.271980607065
15,0.497521029311,0.00137078916213,0.0318500195262,0.298597605898,0.170660556102
16,0.506403528478,0.00141880267114,0.0324932193638,0.288061630191,0.171622819296
17,0.497521029311,0.00137078916213,0.0318500195262,0.298597605898,0.170660556102
18,0.497521029311,0.00137078916213,0.0318500195262,0.298597605898,0.170660556102
19,0.64886509676,0.0015016506621,0.0200634849516,0.121058369923,0.208511397704
20,0.00275158604001,0.0194748238407,0.124982000905,0.0089046187342,0.84388697048
21,0.64886509676,0.0015016506621,0.0200634849516,0.121058369923,0.208511397704
22,0.00191462587931,0.0220408699988,0.107860638523,0.00551614078047,0.862667724818
23,0.497521029311,0.00137078916213,0.0318500195262,0.298597605898,0.170660556102
24,0.00275158604001,0.0194748238407,0.124982000905,0.0089046187342,0.84388697048
25,0.506403528478,0.00141880267114,0.0324932193638,0.288061630191,0.171622819296
26,0.619038583941,0.00504718176184,0.0666949919518,0.0319783917591,0.277240850586
27,0.64886509676,0.0015016506621,0.0200634849516,0.121058369923,0.208511397704
28,0.00281294999116,0.0244046408566,0.172898388347,0.0300017230354,0.76988229777
29,0.497521029311,0.00137078916213,0.0318500195262,0.298597605898,0.170660556102
30,0.497521029311,0.00137078916213,0.0318500195262,0.298597605898,0.170660556102
31,0.659249816486,0.00430829346259,0.0330381110628,0.0378315797675,0.265572199221
32,0.506403528478,0.00141880267114,0.0324932193638,0.288061630191,0.171622819296
33,0.619038583941,0.00504718176184,0.0666949919518,0.0319783917591,0.277240850586
34,0.639982597593,0.00145363715309,0.019420285114,0.13159434563,0.20754913451
35,0.189130622442,0.0361545065629,0.0688962822652,0.0634848830704,0.642333705659
36,0.497521029311,0.00137078916213,0.0318500195262,0.298597605898,0.170660556102
37,0.619038583941,0.00504718176184,0.0666949919518,0.0319783917591,0.277240850586
38,0.497521029311,0.00137078916213,0.0318500195262,0.298597605898,0.170660556102
39,0.506403528478,0.00141880267114,0.0324932193638,0.288061630191,0.171622819296
40,0.650255246047,0.00253492278801,0.0372178581081,0.0380113659926,0.271980607065
41,0.0770241237531,0.00740785281173,0.112573475429,0.33166163405,0.471332913956
42,0.00316780248839,0.0196534041498,0.134328928193,0.00861018727513,0.834239677893
43,0.64886509676,0.0015016506621,0.0200634849516,0.121058369923,0.208511397704
44,0.00316780248839,0.0196534041498,0.134328928193,0.00861018727513,0.834239677893
45,0.619038583941,0.00504718176184,0.0666949919518,0.0319783917591,0.277240850586
46,0.659249816486,0.00430829346259,0.0330381110628,0.0378315797675,0.265572199221
47,0.64886509676,0.0015016506621,0.0200634849516,0.121058369923,0.208511397704
48,0.497521029311,0.00137078916213,0.0318500195262,0.298597605898,0.170660556102
49,0.506403528478,0.00141880267114,0.0324932193638,0.288061630191,0.171622819296
50,0.0727876352266,0.0074550297441,0.120140655381,0.351249496369,0.448367183279
51,0.184894133916,0.0362016834953,0.0764634622168,0.0830727453892,0.619367974983
52,0.506403528478,0.00141880267114,0.0324932193638,0.288061630191,0.171622819296
53,0.639982597593,0.00145363715309,0.019420285114,0.13159434563,0.20754913451
54,0.189130622442,0.0361545065629,0.0688962822652,0.0634848830704,0.642333705659
55,0.00191462587931,0.0220408699988,0.107860638523,0.00551614078047,0.862667724818
56,0.64886509676,0.0015016506621,0.0200634849516,0.121058369923,0.208511397704
57,0.497521029311,0.00137078916213,0.0318500195262,0.298597605898,0.170660556102
58,0.00191462587931,0.0220408699988,0.107860638523,0.00551614078047,0.862667724818
59,0.00275158604001,0.0194748238407,0.124982000905,0.0089046187342,0.84388697048
60,0.497521029311,0.00137078916213,0.0318500195262,0.298597605898,0.170660556102
61,0.650255246047,0.00253492278801,0.0372178581081,0.0380113659926,0.271980607065
62,0.497521029311,0.00137078916213,0.0318500195262,0.298597605898,0.170660556102
63,0.639982597593,0.00145363715309,0.019420285114,0.13159434563,0.20754913451
64,0.00316780248839,0.0196534041498,0.134328928193,0.00861018727513,0.834239677893
65,0.00316780248839,0.0196534041498,0.134328928193,0.00861018727513,0.834239677893
66,0.506403528478,0.00141880267114,0.0324932193638,0.288061630191,0.171622819296
67,0.64886509676,0.0015016506621,0.0200634849516,0.121058369923,0.208511397704
68,0.0770241237531,0.00740785281173,0.112573475429,0.33166163405,0.471332913956
69,0.497521029311,0.00137078916213,0.0318500195262,0.298597605898,0.170660556102
70,0.00275158604001,0.0194748238407,0.124982000905,0.0089046187342,0.84388697048
71,0.00239673354279,0.0242260605475,0.163551461059,0.0302961544945,0.779529590357
72,0.506403528478,0.00141880267114,0.0324932193638,0.288061630191,0.171622819296
73,0.00191462587931,0.0220408699988,0.107860638523,0.00551614078047,0.862667724818
74,0.497521029311,0.00137078916213,0.0318500195262,0.298597605898,0.170660556102
75,0.00275158604001,0.0194748238407,0.124982000905,0.0089046187342,0.84388697048
76,0.189130622442,0.0361545065629,0.0688962822652,0.0634848830704,0.642333705659
77,0.64886509676,0.0015016506621,0.0200634849516,0.121058369923,0.208511397704
78,0.619038583941,0.00504718176184,0.0666949919518,0.0319783917591,0.277240850586
79,0.506403528478,0.00141880267114,0.0324932193638,0.288061630191,0.171622819296
80,0.639982597593,0.00145363715309,0.019420285114,0.13159434563,0.20754913451
81,0.00316780248839,0.0196534041498,0.134328928193,0.00861018727513,0.834239677893
82,0.00191462587931,0.0220408699988,0.107860638523,0.00551614078047,0.862667724818
83,0.497521029311,0.00137078916213,0.0318500195262,0.298597605898,0.170660556102
84,0.00316780248839,0.0196534041498,0.134328928193,0.00861018727513,0.834239677893
85,0.497521029311,0.00137078916213,0.0318500195262,0.298597605898,0.170660556102
86,0.00316780248839,0.0196534041498,0.134328928193,0.00861018727513,0.834239677893
87,0.0770241237531,0.00740785281173,0.112573475429,0.33166163405,0.471332913956
88,0.506403528478,0.00141880267114,0.0324932193638,0.288061630191,0.171622819296
89,0.00275158604001,0.0194748238407,0.124982000905,0.0089046187342,0.84388697048
90,0.64886509676,0.0015016506621,0.0200634849516,0.121058369923,0.208511397704
91,0.00316780248839,0.0196534041498,0.134328928193,0.00861018727513,0.834239677893
92,0.00316780248839,0.0196534041498,0.134328928193,0.00861018727513,0.834239677893
93,0.64886509676,0.0015016506621,0.0200634849516,0.121058369923,0.208511397704
94,0.497521029311,0.00137078916213,0.0318500195262,0.298597605898,0.170660556102
95,0.62803315438,0.00682055243642,0.0625152449065,0.0317986055339,0.270832442743
96,0.497521029311,0.00137078916213,0.0318500195262,0.298597605898,0.170660556102
97,0.506403528478,0.00141880267114,0.0324932193638,0.288061630191,0.171622819296
98,0.00316780248839,0.0196534041498,0.134328928193,0.00861018727513,0.834239677893
99,0.189130622442,0.0361545065629,0.0688962822652,0.0634848830704,0.642333705659
100,0.506403528478,0.00141880267114,0.0324932193638,0.288061630191,0.171622819296
101,0.639982597593,0.00145363715309,0.019420285114,0.13159434563,0.20754913451
102,0.64886509676,0.0015016506621,0.0200634849516,0.121058369923,0.208511397704
103,0.497521029311,0.00137078916213,0.0318500195262,0.298597605898,0.170660556102
104,0.497521029311,0.00137078916213,0.0318500195262,0.298597605898,0.170660556102
105,0.64886509676,0.0015016506621,0.0200634849516,0.121058369923,0.208511397704
106,0.497521029311,0.00137078916213,0.0318500195262,0.298597605898,0.170660556102
107,0.497521029311,0.00137078916213,0.0318500195262,0.298597605898,0.170660556102
108,0.0770241237531,0.00740785281173,0.112573475429,0.33166163405,0.471332913956
109,0.64886509676,0.0015016506621,0.0200634849516,0.121058369923,0.208511397704
110,0.64886509676,0.0015016506621,0.0200634849516,0.121058369923,0.208511397704
111,0.506403528478,0.00141880267114,0.0324932193638,0.288061630191,0.171622819296
112,0.497521029311,0.00137078916213,0.0318500195262,0.298597605898,0.170660556102
113,0.497521029311,0.00137078916213,0.0318500195262,0.298597605898,0.170660556102
114,0.497521029311,0.00137078916213,0.0318500195262,0.298597605898,0.170660556102
115,0.00275158604001,0.0194748238407,0.124982000905,0.0089046187342,0.84388697048
116,0.497521029311,0.00137078916213,0.0318500195262,0.298597605898,0.170660556102
117,0.506403528478,0.00141880267114,0.0324932193638,0.288061630191,0.171622819296
118,0.0727876352266,0.0074550297441,0.120140655381,0.351249496369,0.448367183279
119,0.497521029311,0.00137078916213,0.0318500195262,0.298597605898,0.170660556102
120,0.619038583941,0.00504718176184,0.0666949919518,0.0319783917591,0.277240850586
121,0.64886509676,0.0015016506621,0.0200634849516,0.121058369923,0.208511397704
122,0.639982597593,0.00145363715309,0.019420285114,0.13159434563,0.20754913451
123,0.639982597593,0.00145363715309,0.019420285114,0.13159434563,0.20754913451
124,0.00191462587931,0.0220408699988,0.107860638523,0.00551614078047,0.862667724818
125,0.00281294999116,0.0244046408566,0.172898388347,0.0300017230354,0.76988229777
126,0.497521029311,0.00137078916213,0.0318500195262,0.298597605898,0.170660556102
127,0.619038583941,0.00504718176184,0.0666949919518,0.0319783917591,0.277240850586
128,0.64886509676,0.0015016506621,0.0200634849516,0.121058369923,0.208511397704
129,0.639982597593,0.00145363715309,0.019420285114,0.13159434563,0.20754913451
130,0.639982597593,0.00145363715309,0.019420285114,0.13159434563,0.20754913451
131,0.497521029311,0.00137078916213,0.0318500195262,0.298597605898,0.170660556102
132,0.639982597593,0.00145363715309,0.019420285114,0.13159434563,0.20754913451
133,0.619038583941,0.00504718176184,0.0666949919518,0.0319783917591,0.277240850586
134,0.506403528478,0.00141880267114,0.0324932193638,0.288061630191,0.171622819296
135,0.64886509676,0.0015016506621,0.0200634849516,0.121058369923,0.208511397704
